T1,T2,T3,T4
1522327899437,1522327899575,1522327899576,1522327899717
1522327899717,1522327899855,1522327899855,1522327899997
1522327899997,1522327900135,1522327900136,1522327900277
1522327900277,1522327900415,1522327900415,1522327900558
1522327900558,1522327900696,1522327900696,1522327900837
1522327900838,1522327900976,1522327900976,1522327901117
1522327901117,1522327901255,1522327901255,1522327901397
1522327901397,1522327901535,1522327901535,1522327901676
1522327901676,1522327901815,1522327901815,1522327901956
1522327901956,1522327902094,1522327902095,1522327902236
1522327902236,1522327902374,1522327902375,1522327902516
1522327902516,1522327902655,1522327902655,1522327902796
1522327902796,1522327902934,1522327902934,1522327903075
1522327903075,1522327903213,1522327903214,1522327903355
1522327903355,1522327903493,1522327903493,1522327903634
1522327903634,1522327903773,1522327903773,1522327903914
1522327903915,1522327904054,1522327904054,1522327904197
1522327904197,1522327904335,1522327904335,1522327904477
1522327904477,1522327904615,1522327904615,1522327904756
1522327904756,1522327904895,1522327904895,1522327905036
1522327905036,1522327905174,1522327905175,1522327905316
1522327905316,1522327905454,1522327905454,1522327905595
1522327905595,1522327905733,1522327905734,1522327905874
1522327905875,1522327906013,1522327906013,1522327906154
1522327906154,1522327906293,1522327906293,1522327906435
1522327906435,1522327906573,1522327906573,1522327906714
1522327906714,1522327906853,1522327906853,1522327906994
1522327906994,1522327907132,1522327907132,1522327907273
1522327907273,1522327907412,1522327907412,1522327907554
1522327907554,1522327907693,1522327907693,1522327907834
1522327907834,1522327907972,1522327907972,1522327908114
1522327908114,1522327908253,1522327908253,1522327908394
1522327908394,1522327908532,1522327908532,1522327908674
1522327908674,1522327908812,1522327908813,1522327908954
1522327908955,1522327909094,1522327909094,1522327909235
1522327909235,1522327909374,1522327909374,1522327909515
1522327909515,1522327909653,1522327909653,1522327909794
1522327909794,1522327909933,1522327909933,1522327910075
1522327910075,1522327910213,1522327910213,1522327910356
1522327910356,1522327910494,1522327910494,1522327910637
1522327910637,1522327910776,1522327910776,1522327910917
1522327910917,1522327911056,1522327911056,1522327911197
1522327911197,1522327911336,1522327911336,1522327911477
1522327911477,1522327911615,1522327911615,1522327911756
1522327911756,1522327911894,1522327911895,1522327912036
1522327912036,1522327912174,1522327912175,1522327912317
1522327912317,1522327912456,1522327912456,1522327912597
1522327912597,1522327912736,1522327912736,1522327912878
1522327912878,1522327913016,1522327913016,1522327913158
1522327913158,1522327913296,1522327913296,1522327913437
1522327913437,1522327913576,1522327913576,1522327913720
1522327913720,1522327913858,1522327913858,1522327913999
1522327913999,1522327914137,1522327914138,1522327914279
1522327914279,1522327914417,1522327914417,1522327914559
1522327914559,1522327914697,1522327914698,1522327914839
1522327914839,1522327914977,1522327914978,1522327915119
1522327915119,1522327915257,1522327915257,1522327915398
1522327915398,1522327915536,1522327915537,1522327915678
1522327915678,1522327915816,1522327915816,1522327915957
1522327915957,1522327916095,1522327916095,1522327916237
1522327916237,1522327916376,1522327916376,1522327916517
1522327916517,1522327916655,1522327916655,1522327916796
1522327916796,1522327916935,1522327916935,1522327917077
1522327917077,1522327917216,1522327917216,1522327917358
1522327917358,1522327917496,1522327917497,1522327917638
1522327917638,1522327917776,1522327917776,1522327917917
1522327917917,1522327918055,1522327918055,1522327918197
1522327918197,1522327918335,1522327918335,1522327918476
1522327918476,1522327918614,1522327918615,1522327918756
1522327918756,1522327918894,1522327918894,1522327919039
1522327919039,1522327919179,1522327919179,1522327919328
1522327919328,1522327919469,1522327919469,1522327919616
1522327919616,1522327919756,1522327919756,1522327919898
1522327919898,1522327920036,1522327920037,1522327920179
1522327920179,1522327920317,1522327920317,1522327920459
1522327920459,1522327920597,1522327920597,1522327920738
1522327920738,1522327920876,1522327920877,1522327921018
1522327921018,1522327921156,1522327921156,1522327921297
1522327921297,1522327921436,1522327921436,1522327921577
1522327921577,1522327921716,1522327921716,1522327921857
1522327921857,1522327921996,1522327921996,1522327922137
1522327922137,1522327922275,1522327922276,1522327922417
1522327922417,1522327922555,1522327922556,1522327922697
1522327922697,1522327922835,1522327922836,1522327922977
1522327922977,1522327923115,1522327923116,1522327923257
1522327923257,1522327923395,1522327923395,1522327923536
1522327923536,1522327923675,1522327923675,1522327923816
1522327923816,1522327923955,1522327923955,1522327924096
1522327924096,1522327924234,1522327924235,1522327924376
1522327924376,1522327924514,1522327924514,1522327924657
1522327924657,1522327924795,1522327924796,1522327924937
1522327924937,1522327925075,1522327925075,1522327925216
1522327925216,1522327925355,1522327925355,1522327925496
1522327925496,1522327925634,1522327925634,1522327925775
1522327925775,1522327925913,1522327925914,1522327926055
1522327926055,1522327926193,1522327926193,1522327926335
1522327926335,1522327926473,1522327926473,1522327926615
1522327926615,1522327926753,1522327926753,1522327926894
1522327926894,1522327927033,1522327927033,1522327927176
1522327927176,1522327927315,1522327927316,1522327927457
1522327927457,1522327927595,1522327927596,1522327927737
1522327927737,1522327927876,1522327927876,1522327928017
